genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_w_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Diretmus,argenteus,fishes,Diretmus_argenteus,Fishes,Ray-finned fishes,GCA_048569125.1,,LC,no,,DirArg,,2399548,11,0.229630141,1775387,11,0.678513011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308480,7,0.500071649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.822,2.807,261658505,0.25039999,24,0.019147637,0,0,0.014112022,0,1044962123,TW; JP; MCI-OO; YE; AE; PK; OM; IR; TG; TZ; ZA; SO; SL; SC; SN; ST; TDC-OO; STH-OO; ASC-OO; SH; RE; NG; NA; YT; MR; MG; LR; KE; GW; GN; GH; GM; GA; ER; GQ; DJ; CI; CD; CG; KM; CV; CM; BJ; AO; VN; PH; MM; MY; NCB-OO; CN; AND-AN; IN; SCS-SI; SCS-PI; DT; BD; VE; UY; SR; VI; GY; AS; MQ; JM; HT; GP; GD; DO; HAW-HI; DM; CW; ASK-OO; US; PM; CU; CA; KY; EH; MA; PA; NLA-SA; NI; ES; AW; MDR-OO; AG; AZO-OO; PT; AI; JE; IE; IS; GG; FR; FO; CNY-OO; GB; BS; BZ; CR; GT; HN; BB; MX; BM; BQ; NLA-SE; SAM-AS; AU; MAQ-OO; NLA-BO; CX; CC; CK; FJ; PF; KI; PR; LIN-KI; PHX-OO; MH; FM; NR; NC; NZ; NU; NF; MP; PW; PG; PN; WS; SB; TK; TO; TV; UM; HBI-OO; HAW-JI; WAK-OO; VU; WF; AR; KN; LC; MF; BR; VC; SX; TT; TC; VG; CO; GF; BL; GU; MS; SPA-SP; SEL-OO; FRA-FR; POR-OO; CL; PE; IO; BN; ID; MV; LK; MU; MZ; HK; MO; TF,10_3; 10_2,,Discus aureus,276.0000038,,1,1,0,0,0,0,1,0,0,0.737011142,0.262988858,0,0,4.026670993,
Doryrhina,cyclops,mammals,Doryrhina_cyclops,Mammals,Mammals,GCA_043880285.1,GCA_043880225.1,LC,no,no,DorCyc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.225,4.225,2185403780,0.925384568,18,0,0,0,0,0,2361616842,BJ; GN; KE; GM; SD; GQ; SL; CD; SN; RW; UG; CF; GW; CM; GGI-BI; TZ; BI; LR; GH; GA; TD; TG; CI; NG; CG,2_2; 1_5; 1_6,,Phyllorhina cyclops;Hipposideros cyclops,,,,,,,,,,,,,,,0,0,
Dromaius,novaehollandiae,birds,Dromaius_novaehollandiae,Birds,Birds,GCF_036370855.1,,LC,yes,,DroNov,Terrestrial,233057516,114,16.96089069,231488732,114,20.42123241,221059078,64,16.08769767,219069426,63,19.32563898,206007182,43,14.99228755,203627692,42,17.96341613,86801369,6,6.317018033,86801169,6,7.657335327,213827909,61,15.56144532,212390676,61,18.73645995,141120927,25,10.27015416,142596860,26,12.57946161,87403504,10,6.360838744,94443890,11,8.331552946,52854999,5,3.846552026,62707530,7,5.531867719,1.1485,1.14,1133568863,0.824961061,39,0.234537854,0.206309834,0.087944496,0.215188243,0.144475117,1374087719,AU,3_5; 3_4; 4_5; 2_1; 3_7; 4_7; 4_4,,,1900,48000,,0,0,1,0,0,0.120355923,0.879644077,0.374969305,0.917498982,0.082501018,0.615999141,0,95.29449725,
Dromiciops,gliroides,mammals,Dromiciops_gliroides,Mammals,Mammals,GCF_019393635.1,GCA_019395325.1,NT,no,no,DroGli,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041,1.041,2721530284,0.824092581,6,0,0,0,0,0,3302456967,AR; CL,1_4; 1_3,A2c,Dromiciops australis;Dromiciops mondaca,130,42,,0,0,0,1,0,,,,,,,0,0,
Dryobates,pubescens,birds,Dryobates_pubescens,Birds,Birds,GCF_014839835.1,GCA_014839825.1,LC,no,no,DryPub,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.828,4.828,878323146,0.74745838,44,0,0,0,0,0,1175079669,US; PM; CA; MX,1_6; 1_4; 1_1; 14_5,,Picoides pubescens,,,,,,,,,,,,,,,0,0,
Dugong,dugon,mammals,Dugong_dugon,Mammals,Mammals,GCA_030035585.1,,VU,no,,DugDug,Marine,542125434,1631,17.24130021,537242987,1631,18.56545224,278667791,158,8.862515469,274241715,155,9.476943553,220205363,72,7.003225701,216667801,71,7.487367558,39415523,2,1.253538061,38851607,2,1.342591102,191025482,51,6.075213368,192251068,53,6.643600954,0,0,0,6096006,0,0.21065907,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0.923,2893778078,0.920312781,23,0.185840177,0.074948549,0.013439337,0.066502446,0.002108697,3144341942,TW; NNS-OO; JP; SOC-OO; YE; AE; SA; LK; SG; PH; MM; MV; MY; ID; NCB-OO; LDV-OO; CN; AND-AN; IN; EG; AU; CC; NC; PW; PG; BIS-OO; SB; VU; BD; BN; KH; TH; TL; VN; KM; DJ; ER; KE; MG; MU; ROD-OO; YT; MZ; SC; SO; SD; TZ; BH; IR; IQ; IL; JO; KW; OM; QA,9_10; 9_9; 9_8; 9_6; 9_5; 9_4; 12_7; 12_2; 9_2,A2bcd+4bcd,Trichecus dugon,4000,1012000,,1,0,0,0,0,0.596704273,0.403295727,0.072316639,0.357847515,0.642152485,0.011346832,8.510982403,29.90602675,
Echeneis,naucrates,fishes,Echeneis_naucrates,Fishes,Ray-finned fishes,GCF_900963305.1,GCA_900963505.1,LC,no,no,EchNau,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.968,2.968,476432561,0.881964378,24,0,0,0,0,0,540194789,CO; BN; NC; NZ; KH; GF; EC; NR; BD; TT; DJ; SX; CY; YT; GQ; CPI-CL; NU; VG; IO; TC; BR; ECU-OO; MF; IL; FJ; GAL-OO; VC; JO; PF; KN; MH; WF; FM; KI; LC; PR; FR; MZ; MY; SCS-PI; MV; MR; SCS-SI; MG; PH; SG; LR; RE; IN; CN; NG; NA; ID; DT; GM; PHX-OO; GA; ER; SL; VE; CL; GY; KE; MA; GW; VI; GH; MM; PE; CW; BS; NCB-OO; KR; SY; VU; MS; UM; AU; EAS-OO; AS; TO; CC; JP; CX; KM; TV; CK; TK; WS; DO; DM; TR; SB; LIN-US; PG; HAW-JI; MU; MCI-OO; SA; ES; NF; MQ; AND-AN; JM; MP; QA; HBI-OO; PK; TF; HT; PW; KW; AE; PN; GD; WAK-OO; GP; LB; YE; TW; SD; TL; BL; AO; SN; AI; CNY-OO; ST; BB; MX; BJ; AW; GN; CM; SH; BM; ZA; MDR-OO; BQ; LK; AG; NI; TH; SO; PT; VN; SC; PA; EG; BH; HN; TG; GT; EH; SV; TZ; KY; OM; CR; CU; CV; IQ; US; CD; BZ; IR; CI,9_8_3; 10_1,,Leptecheneis naucrates;Echeneis chiromacer;Echeneis fasciata;Echeneis fusca;Echeneis metallica;Echeneis vittata;Leptecheneis flaviventris;Echeneis lunata;Echeneis naucratus;Echeneis guaican;Echneis naucrates;Echeneis neucrates;Echeneis scaphecrates,1100,2300,1,1,0,0,0,0,,,,,,,0,0,
Echiichthys,vipera,fishes,Echiichthys_vipera,Fishes,Ray-finned fishes,GCA_963691815.1,GCA_963691805.1,LC,no,no,EchVip,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.607,5.607,447564180,0.563775678,23,0,0,0,0,0,793869260,GB; TR; TN; SY; ES; SI; PT; NO; GG; GR; GI; DE; FR; EG; DK; CY; HR; CNY-OO; BE; DZ; AL; IE; IL; IT; JE; LB; LY; MDR-OO; MT; MC; ME; MA; NL; SIC-SI; SAR-OO; ITA-IT; COR-OO; FRA-FR; EAI-OO; GRC-OO; KRI-OO; POR-OO; BAL-OO; SPA-SP; MOR-SP; GRB-OO; IRE-NI; EGY-OO; SIN-OO,9_4,,Trachinus horridus;Trachinus vipera,277.0000076,166.1699982,1,1,0,0,0,0,,,,,,,0,0,
Electrophorus,electricus,fishes,Electrophorus_electricus,Fishes,Ray-finned fishes,GCA_041902795.1,GCA_013347915.1,LC,no likely,yes,EleEle,,2147073,18,0.291419062,2145507,18,0.406820533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829,0.828,527384147,0.715810749,26,0.003372542,0,0,0,0,736764777,SR; GF; GY,5_1; 5_4,,Gymnotus regius;Gymnotus tremulus;Electrophorus multivalvulus;Gymnotus electricus,2500,20000,0,1,0,0,0,0,1,0,0,0,1,0,0,1.398186057,
Elephas,maximus,mammals,Elephas_maximus,,,,,EN,yes,likely,EleMax,Terrestrial,36457544,177,1.082053467,36443353,177,1.216570653,7946730,6,0.235857543,7946730,6,0.265281806,5839295,3,0.173309244,5839295,3,0.194930333,0,0,0,0,0,0,5839295,3,0.173309244,5839295,3,0.194930333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298507849,1.295,2995580480,0.889082996,27,0.015797265,0.002531186,0,0.002531186,0,3369292286,LK; TH; KH; MM; BOR-SB; CN; PK; VN; BOR-KA; MLY-PM; BT; BD; IN; SUM-OO; MY; LA; ID; NP,1_9; 14_6; 4_6; 3_5; 1_5; 1_6; 14_3; 4_5; 3_6,A2c,,6500,5000000,,0,0,1,0,0,0.839770643,0.160229357,0,0.160229357,0.839770643,0,0,7.17982121,
Eleutherodactylus,coqui,amphibians,Eleutherodactylus_coqui,Amphibians,Amphibians,GCF_035609145.1,,LC,no,,EleCoq,Terrestrial,1099386668,724,34.3364827,1074258125,724,59.59153737,1029955594,470,32.16798371,1003498107,460,55.66631851,940347467,349,29.36930697,912854807,337,50.63812884,23408053,2,0.731089643,23310294,2,1.293074936,515042541,115,16.08601397,747505018,239,41.46580061,0,0,0,7954772,1,0.441269265,0,0,0,0,0,0,0,0,0,0,0,0,2.495,2.387,1802702485,0.563027227,13,1.486808857,1.263421315,0.03226222,1.034571725,0.011009668,3201803393,HAW-HI; VI; FLA-OO; US; DO; CR; LOU-OO; CAL-OO; PR,14_3; 14_2; 14_1; 14_6; 14_4; 14_5; 1_6; 1_9,,,63,8.9,,0,0,1,1,0,0.150246309,0.849753691,0.021698969,0.695833711,0.304166289,0.007404898,31.29045024,81.99087068,Yes
Elgaria,multicarinata,reptiles,Elgaria_multicarinata,,,,,LC,no likely,no likely,ElgMul,,1929945,1,0.107812983,192547,1,0.014443932,1929945,1,0.107812983,0,0,0,1929945,1,0.107812983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3035,5.3,1333064968,0.744693301,23,0.000766034,0,0,0,0,1790085886,MX; US,3_4; 1_4; 14_4; 6; 4_4; 8_2,,,178,116.5,,0,0,1,0,0,1,0,0,0,1,0,0,1.320765556,
Emys,orbicularis,reptiles,Emys_orbicularis,Reptiles,Turtles,GCF_028017835.1,,NT,no,,EmyOrb,Freshwater,669945107,2011,29.18152302,649344700,2011,39.35086625,280940950,193,12.23724856,262595950,182,15.91354809,180956729,43,7.8821278,169066309,40,10.24556867,73499069,5,3.201478377,71685324,5,4.344194381,180687490,80,7.870400266,180862688,102,10.96043973,23908607,2,1.041413033,29238625,3,1.771886676,0,0,0,9749940,1,0.590855034,0,0,0,0,0,0,0.647,0.531,1650140802,0.718769662,25,0.254600105,0.066288829,0.028106938,0.070914045,0.011464107,2295785270,TM; TR; SY; KZ; IQ; IR; GE; CY; AZ; AM; UA; RU; MD; BY; TN; MA; DZ; GB; CH; ES; SI; SK; RS; IT; HU; GR; DE; FR; CZ; HR; BG; BA; BE; AT; AL; LV; LI; LT; LU; MK; MT; MC; ME; NL; PL; PT; RO,,,Emys orbicularis;Emys orbicularis;Emys orbicularis;Emys orbicularis;Emys orbicularis;Emys orbicularis;Testudo europaea;Emys orbicularis;Emys orbicularis;Emys orbicularis;Emys orbicularis;Emys orbicularis;Emys orbicularis;Emys orbicularis;Testudo orbicularis,230,1177.8,,1,0,1,0,0,0.739635499,0.260364501,0.11039641,0.278531091,0.721468909,0.045027895,0,51.43618831,
Engystomops,pustulosus,amphibians,Engystomops_pustulosus,Amphibians,Amphibians,GCF_040894005.1,,LC,likely,,EngPus,,184013293,125,8.909692582,170854201,125,28.7236442,172260701,74,8.340646835,159206061,71,26.76538372,161497883,60,7.819524703,145409750,53,24.44597731,0,0,0,0,0,0,125991098,37,6.100330759,148562714,61,24.9760469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515,1.509,594820768,0.288004747,11,0.43516321,0.370356556,0,0.378387111,0,2065315849,NI; GY; BZ; VE; GT; CO; MX; CR; TT; SV; HN; PA; MXG-VC; MXE-QU; HON-OO; COS-OO; NIC-OO; MXT-CA,14_6; 5_8; 15_2; 5_7; 15_9; 1_6; 1_5; 1_9; 2_1; 14_2; 2_2,,Physalaemus pustulosus;Bufo stentor;Microphryne pustulosa;Peralaimos stentor;Engystomops stentor;Eupemphix stentor;Eupemphix pustulosa;Eupemphix trinitatis;Bufo atrigularis;Eupemphix ruthveni;Paludicola pustulosa,48.2,2.9,,1,1,1,0,0,0.148924936,0.851075064,0,0.869529184,0.130470816,0,0.32668063,94.5004371,Yes
Enoplosus,armatus,fishes,Enoplosus_armatus,Fishes,Ray-finned fishes,GCF_043641665.1,,LC,no,,EnoArm,,120694,1,0.02098534,116285,1,0.022212426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,3.03,523513274,0.910244435,24,0.000673037,0,0,0,0,575134825,SOA-OO; QLD-QU; NSW-NS; WAU-WA; VIC-OO; TAS-OO; AU,9_2; 9_9; 9_10,,Chaetodon armatus,500,,1,1,0,0,0,0,1,0,0,0,1,0,0,0.469840246,
Epinephelus,lanceolatus,fishes,Epinephelus_lanceolatus,Fishes,Ray-finned fishes,GCA_041903045.1,,DD/NE,yes,,EpiLan,,584384,4,0.053994169,584384,4,0.062430048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9695,0.9695,936062077,0.864874705,24,0.000605259,0,0,0,0,1082309462,TW; JP; HK; YE; SA; PK; IR; TZ; ZA; SO; SC; RE; MZ; YT; TO; TK; SB; WS; PN; PG; PW; MP; NU; NC; NR; FM; US; HAW-HI; AS; AU; CK; FJ; PF; GU; KI; MH; TV; UM; HAW-JI; WAK-OO; VU; WF; IO; KH; IN; ID; MY; MV; MM; PH; SG; LK; TH; VN; KM; DJ; ER; KE; MG; MU; NZ; OM; CX; CC; CGS-OO; BN; DT; SCS-PI; CN; TF; MCI-OO; MO; LIN-US; HBI-OO; TL; SD,9_8; 15_11; 9_10; 9_2,,,2700,400000,1,1,0,0,0,0,1,0,0,0,1,0,0,1.036519824,
Epinephelus,rankini,fishes,Epinephelus_rankini,Fishes,Ray-finned fishes,GCA_048129235.1,,LC,no,,EpiRan,,1532029,9,0.153404659,1523187,9,0.177452641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434577,1,0.043514931,425735,1,0.049598506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7805,2.78,858362543,0.859492954,24,0.004934071,0,0,0.001379086,0,998684793,AU; WAU-WA; ID; LSI-LS; TL; MOL-OO,9_2; 9_8,,,,,,,,,,,1,0,0,0.279502779,0.720497221,0,0,2.155396658,
Eptesicus,nilssonii,mammals,Eptesicus_nilssonii,Mammals,Mammals,GCA_951640355.1,GCA_951640545.1,LC,no,no,EptNil,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.114,7.114,1505962321,0.73883123,24,0,0,0,0,0,2038303554,,,,,64,18,,0,0,0,0,1,,,,,,,0,0,
Equus,caballus,mammals,Equus_caballus,Mammals,Mammals,GCA_036426135.1,,DD/NE,likely,,EquCab,,440835767,834,17.4311905,411405896,834,18.77697144,306073578,196,12.10252716,275811407,188,12.58830504,241181255,105,9.536604595,211666530,98,9.660669494,21547913,2,0.852031084,10875006,1,0.496346015,244045489,120,9.649859943,222558274,125,10.15777945,45217727,6,1.787964753,30157498,4,1.376417995,0,0,0,0,0,0,0,0,0,0,0,0,1.508,1.413,2191013057,0.866353614,31,0.283156729,0.145682896,0.007484898,0.153179314,0.020756383,2529005503,,,,,,,,,,,,,0.485504384,0.514495616,0.026433763,0.540970064,0.459029936,0.073303514,5.913091288,56.84363473,
Erethizon,dorsatum,mammals,Erethizon_dorsatum,Mammals,Mammals,GCA_028451465.1,GCA_028500835.1,LC,no,no,EreDor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.774,1.774,1766710756,0.728722882,20,0,0,0,0,0,2424393141,MX; CA; US,4_4; 1_1; 3_4; 4_1; 1_4,,Hystrix dorsata,573,11000,,0,0,0,1,0,,,,,,,0,0,
Eretmochelys,imbricata,reptiles,Eretmochelys_imbricata,Reptiles,Turtles,,,CR,no likely,no likely,EreImb,Marine,136444315,579,6.178455883,136283751,579,6.416094675,34081945,34,1.54329474,34047241,34,1.602908051,16371549,8,0.741334611,16371549,8,0.77075519,0,0,0,0,0,0,24830196,35,1.124358098,26577269,38,1.25122968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.415,1.388,2124091958,0.961828894,28,0.09078774,0.010906186,0,0.0177049,0,2208388594,SB; SA; PA; CN; PG; LK; CO; CR; GP; GQ; PH; NCB-OO; GU; SO; KY; SL; KW; KN; MXT-CA; KM; CU; WS; SC; SD; AND-AN; KE; MCI-OO; FM; KH; FJ; GGI-BI; BB; MQ; YE; IR; MM; AU; IO; QA; IN; MY; MZ; MX; AS; VU; HN; VN; EC; VG; MG; VE; DO; ID; HAW-HI; MXT-YU; MV; MU; NI; PW; AG; AE; ER; PR; EG; TZ; YT; TT; TW; JP; TF; GD; BS; JM; BR; TH; BZ; OM; SV; BH; ST; US; MF; NLA-BO; NLA-SE; BQ; NLA-SA; CW; SX,12_4; 12_2; 9_6; 9_7; 9_8_1; 10_1; 9_8_3; 9_2; 9_9; 12_7; 9_1,A2bd,Testudo imbricata,910,86200,,1,0,0,0,0,0.8798716,0.1201284,0,0.195014217,0.804985783,0,0,28.87684392,
Erinaceus,europaeus,mammals,Erinaceus_europaeus,Mammals,Mammals,GCF_950295315.1,GCA_950295305.1,NT,no,no,EriEur,,383577,1,0.01481834,102025,1,0.006748436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,1511831870,0.584050609,23,2.77E-05,0,0,0,0,2588528883,NO; BE; AT; LV; CH; HR; SI; CZ; DK; EE; LU; FI; SE; FR; DE; GB; PT; IE; RU; PL; ES; IT; NL; RU-EU; POR-OO; SK; HU; FRA-FR; SAR-OO; SPA-SP; GRB-OO; COR-OO; ITA-IT; SIC-SI; AZO-OO; IRE-NI,14_1; 14_2; 14_3; 14_4; 14_5; 4_4; 1_4,A2ac,,300,2000,,0,0,1,0,0,1,0,0,0,1,0,0,0.435106527,
Erithacus,rubecula,birds,Erithacus_rubecula,Birds,Birds,GCA_903797595.2,GCA_903797565.2,LC,no,no,EriRub,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3805,4.3805,833752599,0.873710053,34,0,0,0,0,0,954266917,GR; AD; IR; GE; AT; HU; KW; IT; TJ; IE; JP; JO; LV; IQ; AL; HR; AM; FO; EE; UA; FI; CZ; DK; RU-CA; CY; BE; BA; SK; BH; FR; ES; NL; MT; QA; LB; RU; IS; OM; KG; SJ; RU-EU; DZ; BY; PS; MA; LI; MD; LY; LU; GB; EG; LT; SA; MK; KZ; AE; ME; NO; IL; SI; AF; MR; TR; CN; PL; SY; CH; RO; TM; CNY-OO; SE; PT; TN; BG; DE; AZ; RS; GI,1_9; 3_8; 1_4; 14_4; 14_1; 1_4; 14_5; 1_1; 14_1; 1_1; 14_4; 3_3; 14_3; 3_8; 3_3; 4_4; 14_3; 14_2; 4_4; 14_5; 3_4; 3_4; 14_2,,,140,17.7,,0,0,1,0,0,,,,,,,0,0,
Erpetoichthys,calabaricus,fishes,Erpetoichthys_calabaricus,Fishes,Ray-finned fishes,GCF_900747795.2,GCA_900700845.3,NT,no,no,ErpCal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.302,2.302,2202128206,0.614540332,18,0,0,0,0,0,3583374585,NG; CM; BJ; CG; AO,5_4; 5_1,B2a,Erpetoichthys robbianus;Polypterus erpetoideus,370,,0,1,0,0,0,0,,,,,,,0,0,
Eschrichtius,robustus,mammals,Eschrichtius_robustus,Mammals,Mammals,GCF_028021215.1,GCA_028021475.1,LC,no,no,EscRob,Marine,7232587,55,0.273765064,7130553,55,0.33877415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509,0.508,2104810237,0.796704568,21,0.00172436,0,0,0,0,2641895531,KR; KP; IS; MX; CA; US; CN; RU; JP; GB; VN,9_1; 10_1,,Eschrichtius gibbosus;Balaenoptera robusta,15000,40800000,,1,0,0,0,0,1,0,0,0,1,0,0,1.389868055,
Esox,lucius,fishes,Esox_lucius,Fishes,Ray-finned fishes,GCF_011004845.1,GCA_011004835.1,LC,no,no,EsoLuc,Freshwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,2.58,661753967,0.721765833,25,0,0,0,0,0,916854105,FR; BG; MC; DE; NL; ES; MK; SE; RO; CH; LT; LU; US; GB; RS; SK; DZ; LV; SI; IT; IE; DK; PT; AT; RU; TN; UG; FI; BE; NO; BA; MA; PL; EE; ET; HR; TM; UA; AL; HU; TR; CZ; CN; MN; CA; MG; GE; YUG-SE; MAN-OO; KZ; TCS-NK; TCS-GR; ABT-OO; TCS-AR; MD; AZO-OO; BRC-OO; ASK-OO; YUG-KO; AZ; ITA-IT; QUE-OO; NWT-OO; YUK-OO; TCS-AD; ONT-OO; TCS-AB; FRA-FR; SAS-OO; POR-OO; TCS-NA; TUE-OO; NFL-NE; IR; AM; TUR-OO; COL-OO; NDA-OO; SDA-OO; WYO-OO; IOW-OO; KAN-OO; MIN-OO; NEB-OO; ILL-OO; MSO-OO; WIS-OO; NWM-OO; MNT-OO; CAL-OO; ARI-OO; GEO-OO; NWH-OO; NCA-OO; OKL-OO; PEN-OO; OHI-OO; WVA-OO; ARK-OO; MAI-OO; TEX-OO; WAS-OO; NWJ-OO; NEV-OO; KTY-OO; TEN-OO; DEL-OO; ORE-OO; RHO-OO; CNT-OO; IDA-OO; MRY-OO; MAS-OO; UTA-OO; VRG-OO; NWY-OO; VER-OO; CHX-OO; GR; GRC-OO; KHA-OO; BLT-KA; NCS-DA; ME; BRY-OO; RUC-OO; NCS-ST; IRK-OO; AMU-OO; NCS-CH; NCS-SO; NCS-KR; TVA-OO; RU-CA; RUE-OO; RU-EA; MAG-OO; RUS-OO; NCS-KB; NCS-KC; UKR-UK; KRY-OO; RU-EU; ALT-OO; NCS-IN; YAK-OO; RUN-OO; KRA-OO; RUW-OO; WSB-OO,15_2; 13_4; 13_5; 15_1; 15_3; 15_9; 5_1; 5_5; 5_8; 5_6; 5_7,,Esox lucius;Esox australis;Esox reichertii;Esox lucius;Esox boreus;Esox depraudus;Esox estor;Esox lucioides;Esox lugubrosus;Luccius vorax,1370,28350,0,1,0,0,0,0,,,,,,,0,0,
Eubalaena,glacialis,mammals,Eubalaena_glacialis,Mammals,Mammals,GCF_028564815.1,,CR,no,,EubGla,Marine,412734705,550,15.52731938,405086128,550,17.20843381,334408468,71,12.58064084,326183457,67,13.85657529,317228167,44,11.93430793,310397960,42,13.18599276,180741958,10,6.799617461,178664207,10,7.589820949,315415779,43,11.86612485,310033321,42,13.17050255,131234098,7,4.937103007,142394272,8,6.049040526,42875185,1,1.612989368,42875185,1,1.821377559,0,0,0,0,0,0,0.309,0.299,2353997653,0.885587592,20,0.05317406,0.040744718,0.023452547,0.040696853,0.018691535,2658119505,NO; FR; FO; US; VRG-OO; GL; RHO-OO; IS; IE; PT; SPA-SP; GB; PM; CNT-OO; CA; AZO-OO; MA; NWJ-OO; NWY-OO; NCA-OO; DEL-OO; MDR-OO; POR-OO; EH; ES; BM; FLA-OO; MAI-OO; GEO-OO; CNY-OO; MAS-OO; SCA-OO,9_1; 10_1,C2a(ii),Balaena glacialis,15800,63500000,,1,0,0,0,0,0.233748236,0.766251764,0.441052395,0.765351612,0.234648388,0.351516041,3.589837263,52.93813456,
